../毕业设计/
├── 论文碎片
│   ├── 关于训练数据集的思考.docx
│   └── DOC Document.docx
├── config
│   ├── hybrid.yaml
│   ├── msd.yaml
│   └── ssgd.yaml
├── create_project1.sh
├── create_project.sh
├── dataset
│   ├── convert_msd_to_yolo.py
│   ├── convert_ssgd_to_yolo.py
│   ├── MSD_yolo
│   │   ├── data.yaml
│   │   ├── images
│   │   │   ├── train
│   │           ├── Oil_0229.jpg.png
│   │           ├── Oil_0231.jpg.png
│   │           ├── Oil_0241.jpg.png
│   │           ├── Oil_0243.jpg.png
│   │           ├── Oil_0245.jpg.png
│   │           ├── Oil_0247.jpg.png
│   │           ├── Oil_0249.jpg.png
│   │           ├── Oil_0255.jpg.png
│   │           ├── Oil_0262.jpg.png
│   │           ├── Oil_0265.jpg.png
│   │           ├── Oil_0266.jpg.png
│   │           ├── Oil_0267.jpg.png
│   │           ├── Oil_0271.jpg.png
│   │           ├── Oil_0281.jpg.png
│   │           ├── Oil_0293.jpg.png
│   │           ├── Oil_0315.jpg.png
│   │           ├── Oil_0317.jpg.png
│   │           ├── Oil_0323.jpg.png
│   │           ├── Oil_0329.jpg.png
│   │           ├── Oil_0337.jpg.png
│   │           ├── Oil_0339.jpg.png
│   │           ├── Oil_0347.jpg.png
│   │           ├── Oil_0352.jpg.png
│   │           ├── Oil_0355.jpg.png
│   │           ├── Oil_0364.jpg.png
│   │           ├── Oil_0368.jpg.png
│   │           ├── Oil_0373.jpg.png
│   │           ├── Oil_0374.jpg.png
│   │           ├── Oil_0390.jpg.png
│   │           ├── Oil_0391.jpg.png
│   │           ├── Oil_0396.jpg.png
│   │           ├── Scr_0002.jpg.png
│   │           ├── Scr_0006.jpg.png
│   │           ├── Scr_0019.jpg.png
│   │           ├── Scr_0020.jpg.png
│   │           ├── Scr_0027.jpg.png
│   │           ├── Scr_0034.jpg.png
│   │           ├── Scr_0037.jpg.png
│   │           ├── Scr_0042.jpg.png
│   │           ├── Scr_0052.jpg.png
│   │           ├── Scr_0053.jpg.png
│   │           ├── Scr_0054.jpg.png
│   │           ├── Scr_0057.jpg.png
│   │           ├── Scr_0066.jpg.png
│   │           ├── Scr_0068.jpg.png
│   │           ├── Scr_0070.jpg.png
│   │           ├── Scr_0072.jpg.png
│   │           ├── Scr_0083.jpg.png
│   │           ├── Scr_0092.jpg.png
│   │           ├── Scr_0096.jpg.png
│   │           ├── Scr_0098.jpg.png
│   │           ├── Scr_0111.jpg.png
│   │           ├── Scr_0112.jpg.png
│   │           ├── Scr_0121.jpg.png
│   │           ├── Scr_0122.jpg.png
│   │           ├── Scr_0124.jpg.png
│   │           ├── Scr_0132.jpg.png
│   │           ├── Scr_0147.jpg.png
│   │           ├── Scr_0151.jpg.png
│   │           ├── Scr_0166.jpg.png
│   │           ├── Scr_0172.jpg.png
│   │           ├── Scr_0194.jpg.png
│   │           ├── Scr_0205.jpg.png
│   │           ├── Scr_0211.jpg.png
│   │           ├── Scr_0212.jpg.png
│   │           ├── Scr_0215.jpg.png
│   │           ├── Scr_0217.jpg.png
│   │           ├── Scr_0219.jpg.png
│   │           ├── Scr_0223.jpg.png
│   │           ├── Scr_0225.jpg.png
│   │           ├── Scr_0232.jpg.png
│   │           ├── Scr_0234.jpg.png
│   │           ├── Scr_0240.jpg.png
│   │           ├── Scr_0243.jpg.png
│   │           ├── Scr_0246.jpg.png
│   │           ├── Scr_0251.jpg.png
│   │           ├── Scr_0254.jpg.png
│   │           ├── Scr_0257.jpg.png
│   │           ├── Scr_0258.jpg.png
│   │           ├── Scr_0267.jpg.png
│   │           ├── Scr_0269.jpg.png
│   │           ├── Scr_0278.jpg.png
│   │           ├── Scr_0280.jpg.png
│   │           ├── Scr_0283.jpg.png
│   │           ├── Scr_0288.jpg.png
│   │           ├── Scr_0290.jpg.png
│   │           ├── Scr_0291.jpg.png
│   │           ├── Scr_0292.jpg.png
│   │           ├── Scr_0295.jpg.png
│   │           ├── Scr_0304.jpg.png
│   │           ├── Scr_0308.jpg.png
│   │           ├── Scr_0315.jpg.png
│   │           ├── Scr_0317.jpg.png
│   │           ├── Scr_0318.jpg.png
│   │           ├── Scr_0319.jpg.png
│   │           ├── Scr_0322.jpg.png
│   │           ├── Scr_0324.jpg.png
│   │           ├── Scr_0328.jpg.png
│   │           ├── Scr_0334.jpg.png
│   │           ├── Scr_0336.jpg.png
│   │           ├── Scr_0339.jpg.png
│   │           ├── Scr_0343.jpg.png
│   │           ├── Scr_0348.jpg.png
│   │           ├── Scr_0351.jpg.png
│   │           ├── Scr_0352.jpg.png
│   │           ├── Scr_0362.jpg.png
│   │           ├── Scr_0364.jpg.png
│   │           ├── Scr_0365.jpg.png
│   │           ├── Scr_0369.jpg.png
│   │           ├── Scr_0370.jpg.png
│   │           ├── Scr_0372.jpg.png
│   │           ├── Scr_0373.jpg.png
│   │           ├── Scr_0375.jpg.png
│   │           ├── Scr_0376.jpg.png
│   │           ├── Scr_0377.jpg.png
│   │           ├── Scr_0381.jpg.png
│   │           ├── Scr_0382.jpg.png
│   │           ├── Scr_0385.jpg.png
│   │           ├── Scr_0392.jpg.png
│   │           ├── Scr_0397.jpg.png
│   │           ├── Scr_0398.jpg.png
│   │           ├── Sta_0027.jpg.png
│   │           ├── Sta_0028.jpg.png
│   │           ├── Sta_0033.jpg.png
│   │           ├── Sta_0056.jpg.png
│   │           ├── Sta_0063.jpg.png
│   │           ├── Sta_0064.jpg.png
│   │           ├── Sta_0071.jpg.png
│   │           ├── Sta_0072.jpg.png
│   │           ├── Sta_0074.jpg.png
│   │           ├── Sta_0085.jpg.png
│   │           ├── Sta_0089.jpg.png
│   │           ├── Sta_0095.jpg.png
│   │           ├── Sta_0097.jpg.png
│   │           ├── Sta_0098.jpg.png
│   │           ├── Sta_0102.jpg.png
│   │           ├── Sta_0104.jpg.png
│   │           ├── Sta_0105.jpg.png
│   │           ├── Sta_0108.jpg.png
│   │           ├── Sta_0111.jpg.png
│   │           ├── Sta_0117.jpg.png
│   │           ├── Sta_0119.jpg.png
│   │           ├── Sta_0125.jpg.png
│   │           ├── Sta_0126.jpg.png
│   │           ├── Sta_0129.jpg.png
│   │           ├── Sta_0132.jpg.png
│   │           ├── Sta_0138.jpg.png
│   │           ├── Sta_0139.jpg.png
│   │           ├── Sta_0150.jpg.png
│   │           ├── Sta_0153.jpg.png
│   │           ├── Sta_0154.jpg.png
│   │           ├── Sta_0157.jpg.png
│   │           ├── Sta_0169.jpg.png
│   │           ├── Sta_0172.jpg.png
│   │           ├── Sta_0177.jpg.png
│   │           ├── Sta_0178.jpg.png
│   │           ├── Sta_0181.jpg.png
│   │           ├── Sta_0184.jpg.png
│   │           ├── Sta_0185.jpg.png
│   │           ├── Sta_0187.jpg.png
│   │           ├── Sta_0196.jpg.png
│   │           ├── Sta_0198.jpg.png
│   │           ├── Sta_0201.jpg.png
│   │           ├── Sta_0208.jpg.png
│   │           ├── Sta_0215.jpg.png
│   │           ├── Sta_0219.jpg.png
│   │           ├── Sta_0225.jpg.png
│   │           ├── Sta_0227.jpg.png
│   │           ├── Sta_0228.jpg.png
│   │           ├── Sta_0232.jpg.png
│   │           ├── Sta_0251.jpg.png
│   │           ├── Sta_0262.jpg.png
│   │           ├── Sta_0264.jpg.png
│   │           ├── Sta_0265.jpg.png
│   │           ├── Sta_0273.jpg.png
│   │           ├── Sta_0274.jpg.png
│   │           ├── Sta_0278.jpg.png
│   │           ├── Sta_0281.jpg.png
│   │           ├── Sta_0283.jpg.png
│   │           ├── Sta_0293.jpg.png
│   │           ├── Sta_0299.jpg.png
│   │           ├── Sta_0311.jpg.png
│   │           ├── Sta_0316.jpg.png
│   │           ├── Sta_0318.jpg.png
│   │           ├── Sta_0319.jpg.png
│   │           ├── Sta_0327.jpg.png
│   │           ├── Sta_0328.jpg.png
│   │           ├── Sta_0333.jpg.png
│   │           ├── Sta_0334.jpg.png
│   │           ├── Sta_0336.jpg.png
│   │           ├── Sta_0352.jpg.png
│   │           ├── Sta_0354.jpg.png
│   │           ├── Sta_0358.jpg.png
│   │           ├── Sta_0360.jpg.png
│   │           ├── Sta_0367.jpg.png
│   │           ├── Sta_0368.jpg.png
│   │           ├── Sta_0382.jpg.png
│   │           ├── Sta_0391.jpg.png
│   │           ├── Sta_0397.jpg.png
│   │           └── Sta_0398.jpg.png
│   ├── py文件
│   │   ├── check_msd_ifgood.py
│   │   ├── check_msdlabel.py
│   │   ├── check_msd.py
│   │   ├── check_ssgd.py
│   │   ├── convert_msd_to_yolo.py
│   │   └── convert_ssgd_to_yolo.py
